Date,Ticker,Open,High,Low,Close,Volume,Price Change,7-day MA Close,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,Year,Month,Day of Week,Close Standardized
2023-12-12 00:00:00+00:00,GOOGL,131.81,133.0,131.26,132.52,29032800,0.71,132.5729,134.494,133.5724,133.4528,133.0403,41.5496,2023,12,1,0.0641
2023-12-13 00:00:00+00:00,GOOGL,133.38,133.5,131.57,132.57,30104800,-0.81,133.0443,134.4415,133.5752,133.3687,133.0219,38.0933,2023,12,2,0.0659
2023-12-14 00:00:00+00:00,GOOGL,133.38,133.72,129.69,131.94,38722400,-1.44,133.18,134.3075,133.5092,133.2326,132.9794,39.9747,2023,12,3,0.0432
2023-12-15 00:00:00+00:00,GOOGL,131.62,133.51,131.18,132.6,50815200,0.98,133.5486,134.091,133.4598,133.1724,132.9645,42.0856,2023,12,4,0.0669
2023-12-18 00:00:00+00:00,GOOGL,132.63,137.15,132.43,135.8,32258000,3.17,133.3871,134.1155,133.4242,133.4226,133.0757,47.3565,2023,12,0,0.1823
2023-12-19 00:00:00+00:00,GOOGL,136.84,137.47,136.08,136.65,25476800,-0.19,133.6243,134.1355,133.3888,133.73,133.2159,53.3041,2023,12,1,0.2129
2023-12-20 00:00:00+00:00,GOOGL,138.97,141.7,138.07,138.34,49107200,-0.63,134.3457,134.204,133.3944,134.169,133.4169,61.9302,2023,12,2,0.2739
2023-12-21 00:00:00+00:00,GOOGL,139.49,140.69,139.18,140.42,27488300,0.93,135.4743,134.3005,133.3918,134.7644,133.6915,66.6149,2023,12,3,0.3488
2023-12-22 00:00:00+00:00,GOOGL,140.77,141.99,140.71,141.49,26514600,0.72,136.7486,134.5405,133.4422,135.4049,133.9973,75.2063,2023,12,4,0.3874
2023-12-26 00:00:00+00:00,GOOGL,141.59,142.68,141.19,141.52,16780300,-0.07,138.1171,134.796,133.5254,135.9873,134.2923,73.3481,2023,12,1,0.3885
2023-12-27 00:00:00+00:00,GOOGL,141.59,142.08,139.89,140.37,19628600,-1.22,139.2271,134.9545,133.5508,136.4047,134.5307,72.7673,2023,12,2,0.347
2023-12-28 00:00:00+00:00,GOOGL,140.78,141.14,139.75,140.23,16045700,-0.55,139.86,135.2165,133.561,136.769,134.7542,60.3384,2023,12,3,0.342
2023-12-29 00:00:00+00:00,GOOGL,139.63,140.36,138.78,139.69,18727200,0.06,140.2943,135.5745,133.5956,137.0472,134.9477,66.1401,2023,12,4,0.3225
2024-01-02 00:00:00+00:00,GOOGL,138.55,139.45,136.48,138.17,23711200,-0.38,140.27,135.89,133.604,137.1541,135.0741,66.968,2024,1,1,0.2677
2024-01-03 00:00:00+00:00,GOOGL,137.25,139.63,137.08,138.92,24212100,1.67,140.0557,136.3725,133.6704,137.3223,135.2249,72.2841,2024,1,2,0.2948
2024-01-04 00:00:00+00:00,GOOGL,138.42,139.16,136.35,136.39,27137700,-2.03,139.3271,136.6425,133.6682,137.2335,135.2706,61.342,2024,1,3,0.2036
2024-01-05 00:00:00+00:00,GOOGL,136.75,137.16,135.15,135.73,22506000,-1.02,138.5,136.928,133.6066,137.0903,135.2886,61.2329,2024,1,4,0.1798
2024-01-08 00:00:00+00:00,GOOGL,136.29,139.01,136.26,138.84,21404000,2.55,138.2814,137.0235,133.8712,137.257,135.4279,66.149,2024,1,0,0.2919
2024-01-09 00:00:00+00:00,GOOGL,138.5,141.49,138.15,140.95,24759600,2.45,138.3843,137.3215,134.2446,137.6087,135.6444,64.125,2024,1,1,0.368
2024-01-10 00:00:00+00:00,GOOGL,141.0,143.0,140.91,142.28,21320200,1.28,138.7543,137.771,134.6468,138.0536,135.9047,65.0454,2024,1,2,0.4159
2024-01-11 00:00:00+00:00,GOOGL,143.49,145.22,140.64,142.08,24008700,-1.41,139.3129,138.249,134.9992,138.437,136.1468,60.8595,2024,1,3,0.4087
2024-01-12 00:00:00+00:00,GOOGL,142.67,143.2,141.82,142.65,18768600,-0.02,139.8457,138.753,135.3706,138.8383,136.4019,57.0974,2024,1,4,0.4292
2024-01-16 00:00:00+00:00,GOOGL,142.0,144.35,141.45,142.49,22670500,0.49,140.7171,139.2805,135.6914,139.1861,136.6406,53.3784,2024,1,1,0.4235
2024-01-17 00:00:00+00:00,GOOGL,141.35,141.84,138.9,141.47,20968600,0.12,141.5371,139.724,135.971,139.4036,136.83,49.8417,2024,1,2,0.3867
2024-01-18 00:00:00+00:00,GOOGL,142.05,144.21,141.99,143.48,25746400,1.43,142.2,140.108,136.2586,139.7918,137.0908,59.3394,2024,1,3,0.4592
2024-01-19 00:00:00+00:00,GOOGL,144.74,146.45,144.38,146.38,33300700,1.64,142.9757,140.5945,136.5812,140.4193,137.4551,65.8424,2024,1,4,0.5637
2024-01-22 00:00:00+00:00,GOOGL,147.1,148.39,145.84,145.99,32200400,-1.11,143.5057,140.977,136.8816,140.9498,137.7898,66.3552,2024,1,0,0.5496
2024-01-23 00:00:00+00:00,GOOGL,145.89,147.18,145.5,147.04,21636100,1.15,144.2143,141.308,137.1856,141.5298,138.1525,73.603,2024,1,1,0.5875
2024-01-24 00:00:00+00:00,GOOGL,148.54,149.85,148.1,148.7,25233500,0.16,145.0786,141.6685,137.5548,142.2127,138.5661,74.8224,2024,1,2,0.6473
2024-01-25 00:00:00+00:00,GOOGL,150.07,153.05,149.54,151.87,29149100,1.8,146.4186,142.186,137.9404,143.1324,139.0879,88.0531,2024,1,3,0.7616
2024-01-26 00:00:00+00:00,GOOGL,151.1,152.54,151.01,152.19,26115500,1.09,147.95,142.777,138.3424,143.9951,139.6017,91.15,2024,1,4,0.7731
2024-01-29 00:00:00+00:00,GOOGL,152.06,153.78,151.43,153.51,27784300,1.45,149.3829,143.441,138.7402,144.9012,140.1471,90.2801,2024,1,0,0.8207
2024-01-30 00:00:00+00:00,GOOGL,152.8,153.62,151.19,151.46,36331800,-1.34,150.1086,144.0295,139.077,145.5259,140.5907,78.9533,2024,1,1,0.7468
2024-01-31 00:00:00+00:00,GOOGL,143.62,144.0,139.87,140.1,71910000,-3.52,149.2671,144.126,139.1404,145.0091,140.5715,46.132,2024,1,2,0.3373
2024-02-01 00:00:00+00:00,GOOGL,142.12,143.06,140.79,141.16,40466500,-0.96,148.4271,144.238,139.2574,144.6426,140.5946,48.416,2024,2,3,0.3755
2024-02-02 00:00:00+00:00,GOOGL,139.26,142.62,136.5,142.38,62470600,3.12,147.5243,144.5375,139.38,144.4271,140.6646,49.5453,2024,2,4,0.4195
2024-02-05 00:00:00+00:00,GOOGL,142.82,145.47,142.78,143.68,38505400,0.86,146.3543,144.935,139.5142,144.3559,140.7828,51.9299,2024,2,0,0.4664
2024-02-06 00:00:00+00:00,GOOGL,144.65,145.36,143.19,144.1,29128200,-0.55,145.1986,145.198,139.6264,144.3315,140.9129,54.35,2024,2,1,0.4815
2024-02-07 00:00:00+00:00,GOOGL,144.76,145.62,143.93,145.54,25208900,0.78,144.06,145.4275,139.8034,144.4466,141.0944,53.4727,2024,2,2,0.5334
2024-02-08 00:00:00+00:00,GOOGL,145.83,146.33,145.1,145.91,22563800,0.08,143.2671,145.609,139.9934,144.586,141.2832,49.1338,2024,2,3,0.5468
2024-02-09 00:00:00+00:00,GOOGL,146.68,149.44,146.18,149.0,26829500,2.32,144.5386,145.955,140.2294,145.0064,141.5858,55.0453,2024,2,4,0.6582
2024-02-12 00:00:00+00:00,GOOGL,148.42,149.34,147.37,147.53,21564100,-0.89,145.4486,146.199,140.4802,145.2467,141.819,50.8099,2024,2,0,0.6052
2024-02-13 00:00:00+00:00,GOOGL,144.92,146.67,143.69,145.14,27837700,0.22,145.8429,146.3315,140.7324,145.2366,141.9492,44.2544,2024,2,1,0.519
2024-02-14 00:00:00+00:00,GOOGL,146.08,146.52,144.09,145.94,22704200,-0.14,146.1657,146.555,141.014,145.3036,142.1057,39.6365,2024,2,2,0.5478
2024-02-15 00:00:00+00:00,GOOGL,143.14,143.52,140.46,142.77,37590700,-0.37,145.9757,146.5195,141.284,145.0623,142.1317,35.0286,2024,2,3,0.4336
2024-02-16 00:00:00+00:00,GOOGL,142.99,143.19,140.14,140.52,31451100,-2.47,145.2586,146.2265,141.4746,144.6297,142.0685,29.9475,2024,2,4,0.3525
2024-02-20 00:00:00+00:00,GOOGL,139.66,142.08,139.49,141.12,25144700,1.46,144.5743,145.983,141.6966,144.2954,142.0313,33.2902,2024,2,1,0.3741
2024-02-21 00:00:00+00:00,GOOGL,141.45,142.69,140.68,142.55,23315700,1.1,143.6529,145.7585,141.809,144.1292,142.0517,55.8306,2024,2,2,0.4256
2024-02-22 00:00:00+00:00,GOOGL,144.93,145.0,142.8,144.09,27191900,-0.84,143.1614,145.528,141.991,144.1255,142.1316,56.8171,2024,2,3,0.4812
2024-02-23 00:00:00+00:00,GOOGL,143.67,144.68,143.43,143.96,19493800,0.29,142.9929,145.1325,142.2044,144.1097,142.2033,53.8726,2024,2,4,0.4765
2024-02-26 00:00:00+00:00,GOOGL,142.14,142.44,137.39,137.57,53641800,-4.57,141.7971,144.4015,142.3054,143.4869,142.0216,38.0149,2024,2,0,0.2461
2024-02-27 00:00:00+00:00,GOOGL,138.02,139.25,137.09,138.88,33099200,0.86,141.2414,143.67,142.4316,143.0481,141.8984,40.1061,2024,2,1,0.2933
2024-02-28 00:00:00+00:00,GOOGL,137.9,138.01,135.41,136.38,37328600,-1.52,140.65,142.916,142.5204,142.4131,141.682,33.3091,2024,2,2,0.2032
2024-02-29 00:00:00+00:00,GOOGL,137.28,138.86,136.4,138.46,42133000,1.18,140.27,142.834,142.6376,142.0366,141.5557,37.2213,2024,2,3,0.2782
2024-03-01 00:00:00+00:00,GOOGL,138.43,138.87,136.92,137.14,31119500,-1.29,139.4971,142.633,142.6644,141.5702,141.3825,28.3418,2024,3,4,0.2306
2024-03-04 00:00:00+00:00,GOOGL,135.66,135.66,131.91,133.35,55999400,-2.31,137.9629,142.1815,142.5984,140.7874,141.0675,26.1279,2024,3,0,0.094
2024-03-05 00:00:00+00:00,GOOGL,131.88,133.24,130.67,132.67,40194800,0.79,136.35,141.631,142.485,140.0143,140.7382,27.7242,2024,3,1,0.0695
2024-03-06 00:00:00+00:00,GOOGL,133.12,133.58,130.85,131.4,35318600,-1.72,135.4686,140.996,142.3046,139.1939,140.372,24.4554,2024,3,2,0.0237
2024-03-07 00:00:00+00:00,GOOGL,132.79,134.94,131.61,134.38,37738200,1.59,134.8257,140.438,142.1624,138.7354,140.137,35.161,2024,3,3,0.1311
2024-03-08 00:00:00+00:00,GOOGL,134.21,138.09,134.0,135.41,39343100,1.2,134.6871,139.913,142.0402,138.4187,139.9516,40.5545,2024,3,4,0.1682
2024-03-11 00:00:00+00:00,GOOGL,136.13,139.1,136.13,137.67,32437800,1.54,134.5743,139.3465,141.9862,138.3474,139.8621,43.9916,2024,3,0,0.2497
2024-03-12 00:00:00+00:00,GOOGL,137.03,139.38,137.03,138.5,27563400,1.47,134.7686,138.895,141.9516,138.3619,139.8087,42.7962,2024,3,1,0.2796
2024-03-13 00:00:00+00:00,GOOGL,139.0,141.09,138.99,139.79,23347200,0.79,135.6886,138.6275,141.9536,138.4979,139.808,42.2828,2024,3,2,0.3261
2024-03-14 00:00:00+00:00,GOOGL,141.19,143.59,140.46,143.1,42753400,1.91,137.1786,138.4855,142.0522,138.9362,139.9371,48.6147,2024,3,3,0.4455
2024-03-15 00:00:00+00:00,GOOGL,142.5,143.18,140.03,141.18,49460600,-1.32,138.5757,138.406,142.0974,139.1499,139.9858,56.7933,2024,3,4,0.3762
2024-03-18 00:00:00+00:00,GOOGL,148.61,152.15,147.17,147.68,69273700,-0.93,140.4757,138.764,142.3232,139.9623,140.2876,63.8539,2024,3,0,0.6106
2024-03-19 00:00:00+00:00,GOOGL,148.16,148.79,146.08,147.03,24070400,-1.13,142.1357,139.0595,142.5492,140.6354,140.552,67.8034,2024,3,1,0.5871
2024-03-20 00:00:00+00:00,GOOGL,148.0,148.86,146.74,148.74,21311500,0.74,143.7171,139.369,142.7472,141.4073,140.8731,67.4001,2024,3,2,0.6488
2024-03-21 00:00:00+00:00,GOOGL,149.47,150.37,146.9,147.6,24755600,-1.87,145.0171,139.5445,142.8802,141.9971,141.1369,67.8133,2024,3,3,0.6077
2024-03-22 00:00:00+00:00,GOOGL,149.12,151.58,148.98,150.77,29175700,1.65,146.5857,139.885,143.05,142.8326,141.5146,80.3062,2024,3,4,0.722
2024-03-25 00:00:00+00:00,GOOGL,149.94,150.38,147.82,150.07,19229300,0.13,147.5814,140.51,143.2098,143.5219,141.8502,80.2503,2024,3,0,0.6967
2024-03-26 00:00:00+00:00,GOOGL,150.22,152.26,149.98,150.67,22149100,0.45,148.9371,141.0995,143.3702,144.2026,142.196,84.3005,2024,3,1,0.7184
2024-03-27 00:00:00+00:00,GOOGL,151.18,151.64,148.9,150.87,22879200,-0.31,149.3929,141.824,143.5378,144.8376,142.5362,82.576,2024,3,2,0.7256
2024-03-28 00:00:00+00:00,GOOGL,150.85,151.43,150.17,150.93,24485400,0.08,149.95,142.4475,143.727,145.4179,142.8654,81.8817,2024,3,3,0.7277
2024-04-01 00:00:00+00:00,GOOGL,150.69,155.74,150.61,155.49,31730800,4.8,150.9143,143.365,143.9672,146.3771,143.3604,83.4459,2024,4,0,0.8921
2024-04-02 00:00:00+00:00,GOOGL,153.5,154.7,152.15,154.56,24586000,1.06,151.9086,144.4255,144.1308,147.1564,143.7996,80.0299,2024,4,1,0.8586
2024-04-03 00:00:00+00:00,GOOGL,153.6,155.08,152.73,154.92,24705000,1.32,152.5014,145.538,144.3094,147.8958,144.2357,79.3103,2024,4,2,0.8716
2024-04-04 00:00:00+00:00,GOOGL,153.5,154.77,150.45,150.53,34724700,-2.97,152.5671,146.4945,144.3792,148.1467,144.4826,63.8155,2024,4,3,0.7133
2024-04-05 00:00:00+00:00,GOOGL,150.03,153.42,149.6,152.5,23449300,2.47,152.8286,147.4005,144.4552,148.5613,144.797,71.0097,2024,4,4,0.7843
2024-04-08 00:00:00+00:00,GOOGL,152.78,155.27,152.61,154.85,20702000,2.07,153.3971,148.3725,144.5148,149.1602,145.1912,65.7306,2024,4,0,0.869
2024-04-09 00:00:00+00:00,GOOGL,156.09,158.56,155.19,156.6,31113000,0.51,154.2071,149.319,144.603,149.8688,145.6386,70.0293,2024,4,1,0.9321
2024-04-10 00:00:00+00:00,GOOGL,156.21,156.61,154.68,156.14,22838600,-0.07,154.3,150.201,144.6556,150.466,146.0504,66.3427,2024,4,2,0.9155
2024-04-11 00:00:00+00:00,GOOGL,156.91,159.68,156.46,159.41,27166400,2.5,154.9929,151.182,144.8146,151.3178,146.5743,73.8393,2024,4,3,1.0334
2024-04-12 00:00:00+00:00,GOOGL,157.96,160.22,157.14,157.73,25329200,-0.23,155.3943,151.9135,145.1672,151.9285,147.0118,64.9484,2024,4,4,0.9729
2024-04-15 00:00:00+00:00,GOOGL,158.86,159.24,154.59,154.86,27136500,-4.0,156.0129,152.5975,145.4412,152.2077,147.3196,59.4106,2024,4,0,0.8694
2024-04-16 00:00:00+00:00,GOOGL,154.19,155.65,153.43,154.4,20779500,0.21,156.2843,152.9335,145.6816,152.4165,147.5972,57.3686,2024,4,1,0.8528
2024-04-17 00:00:00+00:00,GOOGL,155.62,157.08,154.58,155.47,21763100,-0.15,156.3729,153.3555,145.9174,152.7073,147.906,58.7853,2024,4,2,0.8914
2024-04-18 00:00:00+00:00,GOOGL,155.34,156.94,154.62,156.01,19883000,0.67,156.2886,153.719,146.1556,153.0218,148.2238,59.5274,2024,4,3,0.9109
2024-04-19 00:00:00+00:00,GOOGL,156.2,156.36,152.3,154.09,32239100,-2.11,155.9957,154.0435,146.3266,153.1236,148.4538,47.0857,2024,4,4,0.8416
2024-04-22 00:00:00+00:00,GOOGL,154.31,157.64,154.06,156.28,26446200,1.97,155.5486,154.319,146.534,153.4242,148.7607,53.4019,2024,4,0,0.9206
2024-04-23 00:00:00+00:00,GOOGL,156.96,158.97,156.28,158.26,21151600,1.3,155.6243,154.7285,146.7192,153.8847,149.1333,56.2082,2024,4,1,0.992
2024-04-24 00:00:00+00:00,GOOGL,157.49,159.57,157.17,159.13,22779100,1.64,156.2343,155.1515,146.9512,154.3843,149.5253,68.3918,2024,4,2,1.0233
2024-04-25 00:00:00+00:00,GOOGL,151.33,156.49,150.87,156.0,57109700,4.67,156.4629,155.408,147.1684,154.5382,149.7792,57.1312,2024,4,3,0.9105
2024-04-26 00:00:00+00:00,GOOGL,174.37,174.71,169.65,171.95,64665300,-2.42,158.8171,156.459,147.6886,156.1964,150.6486,72.4174,2024,4,4,1.4855
2024-04-29 00:00:00+00:00,GOOGL,169.06,169.55,165.21,166.15,45610000,-2.91,160.2657,156.992,148.1562,157.1444,151.2565,61.3178,2024,4,0,1.2764
2024-04-30 00:00:00+00:00,GOOGL,165.61,168.1,162.6,162.78,33562900,-2.83,161.5071,157.403,148.6014,157.6811,151.7084,57.3614,2024,4,1,1.1549
2024-05-01 00:00:00+00:00,GOOGL,164.3,167.12,163.09,163.86,33493200,-0.44,162.59,157.85,149.0562,158.2696,152.185,55.1853,2024,5,2,1.1938
2024-05-02 00:00:00+00:00,GOOGL,164.79,166.73,163.89,166.62,24294500,1.83,163.7843,158.6545,149.5376,159.0649,152.7511,60.1046,2024,5,3,1.2933
2024-05-03 00:00:00+00:00,GOOGL,167.56,167.96,163.05,167.24,34662400,-0.32,164.9429,159.3915,150.0006,159.8434,153.3192,64.8299,2024,5,4,1.3157
2024-05-06 00:00:00+00:00,GOOGL,167.46,168.14,166.03,168.1,21871300,0.64,166.6714,160.054,150.4834,160.6298,153.8989,66.2553,2024,5,0,1.3467
2024-05-07 00:00:00+00:00,GOOGL,168.5,171.76,168.39,171.25,28039700,2.75,166.5714,160.7865,151.157,161.6412,154.5793,67.8426,2024,5,1,1.4602
2024-05-08 00:00:00+00:00,GOOGL,169.0,170.15,168.74,169.38,19569100,0.38,167.0329,161.4485,151.767,162.3783,155.1597,64.6762,2024,5,2,1.3928
2024-05-09 00:00:00+00:00,GOOGL,169.39,170.69,168.18,169.96,15346700,0.57,168.0586,161.976,152.4386,163.1003,155.7401,67.9484,2024,5,3,1.4137
2024-05-10 00:00:00+00:00,GOOGL,168.03,169.85,166.19,168.65,29799900,0.62,168.7429,162.522,153.0424,163.6289,156.2464,64.2742,2024,5,4,1.3665
2024-05-13 00:00:00+00:00,GOOGL,164.26,169.28,164.0,169.14,31327600,4.88,169.1029,163.236,153.6824,164.1537,156.752,63.0019,2024,5,0,1.3842
2024-05-14 00:00:00+00:00,GOOGL,169.77,171.25,168.8,170.34,25127100,0.57,169.5457,164.033,154.4222,164.7429,157.2849,63.2914,2024,5,1,1.4274
2024-05-15 00:00:00+00:00,GOOGL,170.63,172.65,170.51,172.51,26948400,1.88,170.1757,164.885,155.219,165.4826,157.882,70.0315,2024,5,2,1.5057
2024-05-16 00:00:00+00:00,GOOGL,173.29,175.12,172.69,174.18,27867900,0.89,170.5943,165.7935,156.0746,166.3109,158.5211,54.1404,2024,5,3,1.5659
2024-05-17 00:00:00+00:00,GOOGL,174.18,176.27,173.69,176.06,24479300,1.88,171.5486,166.892,156.9082,167.2394,159.2089,71.5341,2024,5,4,1.6336
2024-05-20 00:00:00+00:00,GOOGL,176.19,178.77,176.08,176.92,22554400,0.73,172.5429,167.924,157.7384,168.1614,159.9035,84.4878,2024,5,0,1.6646
2024-05-21 00:00:00+00:00,GOOGL,176.9,178.15,175.81,177.85,16989400,0.95,173.8571,168.9035,158.542,169.0841,160.6072,84.3734,2024,5,1,1.6982
2024-05-22 00:00:00+00:00,GOOGL,176.64,177.15,175.21,176.38,17880000,-0.26,174.8914,169.766,159.2996,169.779,161.2258,75.6033,2024,5,2,1.6452
2024-05-23 00:00:00+00:00,GOOGL,177.07,178.25,172.95,173.55,21024900,-3.52,175.35,170.6435,159.9748,170.1381,161.7091,64.8331,2024,5,3,1.5432
2024-05-24 00:00:00+00:00,GOOGL,174.98,175.77,173.65,174.99,16572500,0.01,175.7043,170.7955,160.6126,170.6002,162.2299,65.7666,2024,5,4,1.5951
2024-05-28 00:00:00+00:00,GOOGL,174.45,177.27,174.37,176.4,20572200,1.95,176.0214,171.308,161.317,171.1526,162.7856,62.8045,2024,5,1,1.6459
2024-05-29 00:00:00+00:00,GOOGL,175.43,176.84,174.72,175.9,23388700,0.47,175.9986,171.964,161.8814,171.6047,163.2999,67.3959,2024,5,2,1.6279
2024-05-30 00:00:00+00:00,GOOGL,175.2,175.22,171.79,172.11,22958700,-3.09,175.3114,172.3765,162.383,171.6528,163.6454,54.8975,2024,5,3,1.4913
2024-05-31 00:00:00+00:00,GOOGL,171.86,173.06,169.44,172.5,37638900,0.64,174.5471,172.6705,162.8582,171.7335,163.9926,59.1536,2024,5,4,1.5053
2024-06-03 00:00:00+00:00,GOOGL,172.54,174.53,171.16,173.17,27459100,0.63,174.0886,172.967,163.3696,171.8703,164.3525,59.5002,2024,6,0,1.5295
2024-06-04 00:00:00+00:00,GOOGL,173.28,173.85,171.89,173.79,26879600,0.51,174.1229,173.2515,163.83,172.0531,164.7226,58.3616,2024,6,1,1.5518
2024-06-05 00:00:00+00:00,GOOGL,175.2,176.65,173.93,175.41,22068500,0.21,174.1829,173.4595,164.3368,172.3728,165.1417,57.2211,2024,6,2,1.6102
2024-06-06 00:00:00+00:00,GOOGL,175.9,177.15,175.75,176.73,23251000,0.83,174.23,173.827,164.858,172.7878,165.5962,56.4622,2024,6,3,1.6578
2024-06-07 00:00:00+00:00,GOOGL,177.05,177.87,174.3,174.46,19661400,-2.59,174.0243,174.052,165.3298,172.9471,165.9438,46.0239,2024,6,4,1.576
2024-06-10 00:00:00+00:00,GOOGL,174.97,177.06,172.76,175.01,23779200,0.04,174.4386,174.37,165.8114,173.1435,166.2993,45.1792,2024,6,0,1.5958
2024-06-11 00:00:00+00:00,GOOGL,176.22,176.84,173.77,176.62,21540600,0.4,175.0271,174.744,166.234,173.4746,166.704,46.9985,2024,6,1,1.6538
2024-06-12 00:00:00+00:00,GOOGL,178.25,180.41,176.11,177.79,27864700,-0.46,175.6871,175.1165,166.6986,173.8856,167.1388,53.4918,2024,6,2,1.696
2024-06-13 00:00:00+00:00,GOOGL,176.11,176.74,174.88,175.16,20913300,-0.95,175.8829,175.249,167.1034,174.007,167.4533,54.027,2024,6,3,1.6012
2024-06-14 00:00:00+00:00,GOOGL,174.22,177.06,174.15,176.79,18063600,2.57,176.08,175.3795,167.6286,174.272,167.8195,54.4598,2024,6,4,1.66
2024-06-17 00:00:00+00:00,GOOGL,175.46,178.36,174.81,177.24,19618500,1.78,176.1529,175.4385,168.1234,174.5547,168.1889,52.1853,2024,6,0,1.6762
2024-06-18 00:00:00+00:00,GOOGL,177.14,177.39,174.1,175.09,21869900,-2.05,176.2429,175.347,168.5282,174.6057,168.4595,48.0594,2024,6,1,1.5987
2024-06-20 00:00:00+00:00,GOOGL,175.37,177.29,174.99,176.3,20160100,0.93,176.4271,175.2695,168.9222,174.767,168.767,61.4544,2024,6,3,1.6423
2024-06-21 00:00:00+00:00,GOOGL,177.0,180.85,176.61,179.63,58582700,2.63,176.8571,175.432,169.392,175.2302,169.193,66.7923,2024,6,4,1.7623
2024-06-24 00:00:00+00:00,GOOGL,180.16,180.89,178.67,179.22,18298000,-0.94,177.0614,175.7155,169.7882,175.6102,169.5862,64.4254,2024,6,0,1.7476
2024-06-25 00:00:00+00:00,GOOGL,179.62,184.29,179.42,184.03,23235600,4.41,178.3286,176.1675,170.3142,176.4121,170.1527,70.3498,2024,6,1,1.921
2024-06-26 00:00:00+00:00,GOOGL,182.63,184.51,182.48,183.88,19839000,1.25,179.3414,176.5415,170.8946,177.1233,170.691,67.8768,2024,6,2,1.9156
2024-06-27 00:00:00+00:00,GOOGL,184.18,186.05,184.02,185.41,18848900,1.23,180.5086,177.017,171.5148,177.9125,171.2682,68.159,2024,6,3,1.9707
2024-06-28 00:00:00+00:00,GOOGL,184.32,185.13,181.96,182.15,29156600,-2.17,181.5171,177.519,172.0484,178.3161,171.6949,65.4479,2024,6,4,1.8532
2024-07-01 00:00:00+00:00,GOOGL,183.03,183.88,181.3,182.99,16006100,-0.04,182.4729,178.0435,172.588,178.7612,172.1379,65.8459,2024,7,0,1.8835
2024-07-02 00:00:00+00:00,GOOGL,182.05,185.57,181.56,185.24,17372500,3.19,183.2743,178.647,173.211,179.3782,172.6517,66.6925,2024,7,1,1.9646
2024-07-03 00:00:00+00:00,GOOGL,184.85,186.09,184.0,185.82,10242100,0.97,184.2171,179.2485,173.8018,179.9917,173.1681,65.9136,2024,7,2,1.9855
2024-07-05 00:00:00+00:00,GOOGL,185.86,190.86,185.8,190.6,20967500,4.74,185.1557,180.008,174.4486,181.002,173.8517,78.1957,2024,7,4,2.1578
2024-07-08 00:00:00+00:00,GOOGL,189.9,190.17,187.78,189.03,21035900,-0.87,185.8914,180.623,175.0466,181.7666,174.4469,72.4011,2024,7,0,2.1012
2024-07-09 00:00:00+00:00,GOOGL,190.31,191.36,188.72,188.98,15121400,-1.33,186.4014,181.349,175.7062,182.4536,175.0168,71.8053,2024,7,1,2.0994
2024-07-10 00:00:00+00:00,GOOGL,189.15,191.75,189.03,191.18,15952500,2.03,187.6914,182.1575,176.0908,183.2847,175.6507,79.8294,2024,7,2,2.1787
2024-07-11 00:00:00+00:00,GOOGL,189.85,190.86,185.08,185.57,25625800,-4.28,188.06,182.605,176.4792,183.5023,176.0397,64.7753,2024,7,3,1.9765
2024-07-12 00:00:00+00:00,GOOGL,185.08,187.11,184.49,185.07,22898400,-0.01,188.0357,182.969,176.925,183.6516,176.3938,59.5305,2024,7,4,1.9584
2024-07-15 00:00:00+00:00,GOOGL,184.92,188.24,184.92,186.53,16474000,1.61,188.1371,183.5375,177.3784,183.9258,176.7913,62.3521,2024,7,0,2.0111
2024-07-16 00:00:00+00:00,GOOGL,187.36,188.68,183.37,183.92,18290700,-3.44,187.1829,183.894,177.7244,183.9252,177.0709,49.7992,2024,7,1,1.917
2024-07-17 00:00:00+00:00,GOOGL,182.97,183.55,179.9,181.02,20734100,-1.95,186.0386,184.083,178.0,183.6485,177.2257,45.2555,2024,7,2,1.8124
2024-07-18 00:00:00+00:00,GOOGL,181.93,182.5,176.47,177.69,25315700,-4.24,184.4257,184.213,178.1918,183.0811,177.2439,37.9148,2024,7,3,1.6924
2024-07-19 00:00:00+00:00,GOOGL,178.88,180.29,177.13,177.66,18881900,-1.22,182.4943,184.281,178.32,182.5648,177.2603,42.1804,2024,7,4,1.6913
2024-07-22 00:00:00+00:00,GOOGL,180.59,182.7,180.23,181.67,24100300,1.08,181.9371,184.383,178.5658,182.4795,177.4332,47.9297,2024,7,0,1.8359
2024-07-23 00:00:00+00:00,GOOGL,182.05,183.61,181.54,181.79,36352700,-0.26,181.4686,184.5115,178.8024,182.4139,177.604,44.2017,2024,7,1,1.8402
2024-07-24 00:00:00+00:00,GOOGL,173.6,176.19,171.82,172.63,49585200,-0.97,179.4829,183.9415,178.882,181.4821,177.409,32.7941,2024,7,2,1.51
2024-07-25 00:00:00+00:00,GOOGL,172.52,173.42,167.19,167.28,44852000,-5.24,177.1057,183.1115,178.8448,180.1295,177.0118,20.0257,2024,7,3,1.3171
2024-07-26 00:00:00+00:00,GOOGL,167.15,168.09,164.06,167.0,41336900,-0.15,175.1029,182.191,178.778,178.8791,176.6192,20.7125,2024,7,4,1.307
2024-07-29 00:00:00+00:00,GOOGL,168.83,170.43,167.99,169.53,20293800,0.7,173.9371,181.56,178.7184,177.9887,176.3411,25.7421,2024,7,0,1.3982
